MovieID,Title,Genres,year
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy,1996
64,Two if by Se,Comedy,1996
64,Two if by Se,Romance,1996
65,Bio-Dome,Comedy,1996
66,Lawnmower Man 2: Beyond Cyberspace,Sci-Fi,1996
66,Lawnmower Man 2: Beyond Cyberspace,Thriller,1996
67,Two Bits,Drama,1995
68,French Twist,Comedy,Gazon maudit) (1995
68,French Twist,Romance,Gazon maudit) (1995
69,Friday,Comedy,1995
70,From Dusk Till Dawn,Action,1996
70,From Dusk Till Dawn,Comedy,1996
70,From Dusk Till Dawn,Crime,1996
70,From Dusk Till Dawn,Horror,1996
70,From Dusk Till Dawn,Thriller,1996
71,Fair Game,Action,1995
72,Kicking and Screaming,Comedy,1995
72,Kicking and Screaming,Drama,1995
73,"Misérables, Les",Drama,1995
73,"Misérables, Les",Musical,1995
74,Bed of Roses,Drama,1996
74,Bed of Roses,Romance,1996
75,Big Bully,Comedy,1996
75,Big Bully,Drama,1996
76,Screamers,Sci-Fi,1995
76,Screamers,Thriller,1995
77,Nico Icon,Documentary,1995
78,Crossing Guard,Drama,1995
79,Juror,Drama,1996
79,Juror,Thriller,1996
80,White Balloon,Drama,Badkonake Sefid ) (1995
81,Things to Do in Denver when You're Dead,Crime,1995
81,Things to Do in Denver when You're Dead,Drama,1995
81,Things to Do in Denver when You're Dead,Romance,1995
82,Antonia's Line,Drama,Antonia) (1995
83,Once Upon a Time... When We Were Colored,Drama,1995
84,Last Summer in the Hamptons,Comedy,1995
84,Last Summer in the Hamptons,Drama,1995
85,Angels and Insects,Drama,1995
85,Angels and Insects,Romance,1995
86,White Squall,Adventure,1996
86,White Squall,Drama,1996
87,Dunston Checks In,Children's,1996
87,Dunston Checks In,Comedy,1996
88,Black Sheep,Comedy,1996
89,Nick of Time,Action,1995
89,Nick of Time,Thriller,1995
90,Journey of August King,Drama,1995
92,Mary Reilly,Drama,1996
92,Mary Reilly,Thriller,1996
93,Vampire in Brooklyn,Comedy,1995
93,Vampire in Brooklyn,Romance,1995
94,Beautiful Girls,Drama,1996
95,Broken Arrow,Action,1996
95,Broken Arrow,Thriller,1996
96,In the Bleak Midwinter,Comedy,1995
97,Hate,Drama,"Haine, La) (1995"
98,Shopping,Action,1994
98,Shopping,Thriller,1994
99,Heidi Fleiss: Hollywood Madam,Documentary,1995
100,City Hall,Drama,1996
100,City Hall,Thriller,1996
101,Bottle Rocket,Comedy,1996
102,Mr. Wrong,Comedy,1996
103,Unforgettable,Thriller,1996
104,Happy Gilmore,Comedy,1996
105,Bridges of Madison County,Drama,1995
105,Bridges of Madison County,Romance,1995
106,Nobody Loves Me,Comedy,Keiner liebt mich) (1994
106,Nobody Loves Me,Drama,Keiner liebt mich) (1994
107,Muppet Treasure Island,Adventure,1996
107,Muppet Treasure Island,Children's,1996
107,Muppet Treasure Island,Comedy,1996
107,Muppet Treasure Island,Musical,1996
108,Catwalk,Documentary,1995
109,Headless Body in Topless Bar,Comedy,1995
110,Braveheart,Action,1995
110,Braveheart,Drama,1995
110,Braveheart,War,1995
111,Taxi Driver,Drama,1976
111,Taxi Driver,Thriller,1976
112,Rumble in the Bronx,Action,1995
112,Rumble in the Bronx,Adventure,1995
112,Rumble in the Bronx,Crime,1995
113,Before and After,Drama,1996
113,Before and After,Mystery,1996
114,Margaret's Museum,Drama,1995
115,Happiness Is in the Field,Comedy,1995
116,Anne Frank Remembered,Documentary,1995
117,Young Poisoner's Handbook,Crime,1995
118,If Lucy Fell,Comedy,1996
118,If Lucy Fell,Romance,1996
119,"Steal Big, Steal Little",Comedy,1995
120,Race the Sun,Drama,1996
121,Boys of St. Vincent,Drama,1993
122,Boomerang,Comedy,1992
122,Boomerang,Romance,1992
123,Chungking Express,Drama,1994
123,Chungking Express,Mystery,1994
123,Chungking Express,Romance,1994
124,Star Maker,Drama,"Uomo delle stelle, L') (1995"
125,Flirting With Disaster,Comedy,1996
126,NeverEnding Story III,Adventure,1994
126,NeverEnding Story III,Children's,1994
126,NeverEnding Story III,Fantasy,1994
127,Silence of the Palace,Drama,Saimt el Qusur) (1994
128,Jupiter's Wife,Documentary,1994
129,Pie in the Sky,Comedy,1995
129,Pie in the Sky,Romance,1995
130,Angel,Drama,1995
131,Frankie Starlight,Drama,1995
131,Frankie Starlight,Romance,1995
132,Jade,Thriller,1995
133,Nueba Yol,Comedy,1995
133,Nueba Yol,Drama,1995
134,Sonic Outlaws,Documentary,1995
135,Down Periscope,Comedy,1996
136,From the Journals of Jean Seberg,Documentary,1995
137,Man of the Year,Documentary,1995
138,Neon Bible,Drama,1995
139,Target,Action,1995
139,Target,Drama,1995
140,Up Close and Personal,Drama,1996
140,Up Close and Personal,Romance,1996
141,Birdcage,Comedy,1996
142,Shadows,Drama,Cienie) (1988
143,Gosp,Drama,1995
144,Brothers McMullen,Comedy,1995
145,Bad Boys,Action,1995
146,Amazing Panda Adventure,Adventure,1995
146,Amazing Panda Adventure,Children's,1995
147,Basketball Diaries,Drama,1995
148,Awfully Big Adventure,Drama,1995
149,Amateur,Crime,1994
149,Amateur,Drama,1994
149,Amateur,Thriller,1994
150,Apollo 13,Drama,1995
151,Rob Roy,Drama,1995
151,Rob Roy,Romance,1995
151,Rob Roy,War,1995
152,Addiction,Horror,1995
153,Batman Forever,Action,1995
153,Batman Forever,Adventure,1995
153,Batman Forever,Comedy,1995
153,Batman Forever,Crime,1995
154,Belle de jour,Drama,1967
155,Beyond Rangoon,Drama,1995
155,Beyond Rangoon,War,1995
156,Blue in the Face,Comedy,1995
157,Canadian Bacon,Comedy,1994
157,Canadian Bacon,War,1994
158,Casper,Adventure,1995
158,Casper,Children's,1995
159,Clockers,Drama,1995
160,Congo,Action,1995
160,Congo,Adventure,1995
160,Congo,Mystery,1995
160,Congo,Sci-Fi,1995
161,Crimson Tide,Drama,1995
161,Crimson Tide,Thriller,1995
161,Crimson Tide,War,1995
162,Crumb,Documentary,1994
163,Desperado,Action,1995
163,Desperado,Romance,1995
163,Desperado,Thriller,1995
164,Devil in a Blue Dress,Crime,1995
164,Devil in a Blue Dress,Film-Noir,1995
164,Devil in a Blue Dress,Mystery,1995
164,Devil in a Blue Dress,Thriller,1995
165,Die Hard: With a Vengeance,Action,1995
165,Die Hard: With a Vengeance,Thriller,1995
166,Doom Generation,Comedy,1995
166,Doom Generation,Drama,1995
167,Feast of July,Drama,1995
168,First Knight,Action,1995
168,First Knight,Adventure,1995
168,First Knight,Drama,1995
168,First Knight,Romance,1995
169,Free Willy 2: The Adventure Home,Adventure,1995
169,Free Willy 2: The Adventure Home,Children's,1995
169,Free Willy 2: The Adventure Home,Drama,1995
170,Hackers,Action,1995
170,Hackers,Crime,1995
170,Hackers,Thriller,1995
171,Jeffrey,Comedy,1995
172,Johnny Mnemonic,Action,1995
172,Johnny Mnemonic,Sci-Fi,1995
172,Johnny Mnemonic,Thriller,1995
173,Judge Dredd,Action,1995
173,Judge Dredd,Adventure,1995
173,Judge Dredd,Sci-Fi,1995
174,Jury Duty,Comedy,1995
175,Kids,Drama,1995
176,Living in Oblivion,Comedy,1995
177,Lord of Illusions,Horror,1995
178,Love & Human Remains,Comedy,1993
179,Mad Love,Drama,1995
179,Mad Love,Romance,1995
180,Mallrats,Comedy,1995
181,Mighty Morphin Power Rangers: The Movie,Action,1995
181,Mighty Morphin Power Rangers: The Movie,Children's,1995
182,Moonlight and Valentino,Drama,1995
182,Moonlight and Valentino,Romance,1995
183,Mute Witness,Thriller,1994
184,Nadj,Drama,1994
185,Net,Sci-Fi,1995
185,Net,Thriller,1995
186,Nine Months,Comedy,1995
187,Party Girl,Comedy,1995
188,Prophecy,Horror,1995
189,Reckless,Comedy,1995
190,Safe,Thriller,1995
191,Scarlet Letter,Drama,1995
192,Show,Documentary,1995
193,Showgirls,Drama,1995
194,Smoke,Drama,1995
195,Something to Talk About,Comedy,1995
195,Something to Talk About,Drama,1995
195,Something to Talk About,Romance,1995
196,Species,Horror,1995
196,Species,Sci-Fi,1995
197,Stars Fell on Henrietta,Drama,1995
198,Strange Days,Action,1995
198,Strange Days,Crime,1995
198,Strange Days,Sci-Fi,1995
199,Umbrellas of Cherbourg,Drama,"Parapluies de Cherbourg, Les) (1964"
199,Umbrellas of Cherbourg,Musical,"Parapluies de Cherbourg, Les) (1964"
200,Tie That Binds,Thriller,1995
201,Three Wishes,Drama,1995
202,Total Eclipse,Drama,1995
202,Total Eclipse,Romance,1995
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995
204,Under Siege 2: Dark Territory,Action,1995
205,Unstrung Heroes,Comedy,1995
205,Unstrung Heroes,Drama,1995
206,Unzipped,Documentary,1995
207,Walk in the Clouds,Drama,1995
207,Walk in the Clouds,Romance,1995
208,Waterworld,Action,1995
208,Waterworld,Adventure,1995
209,White Man's Burden,Drama,1995
210,Wild Bill,Western,1995
211,Browning Version,Drama,1994
212,Bushwhacked,Comedy,1995
213,Burnt By the Sun,Drama,Utomlyonnye solntsem) (1994
214,Before the Rain,Drama,Pred dozhdot) (1994
215,Before Sunrise,Drama,1995
215,Before Sunrise,Romance,1995
216,Billy Madison,Comedy,1995
217,Babysitter,Drama,1995
217,Babysitter,Thriller,1995
218,Boys on the Side,Comedy,1995
218,Boys on the Side,Drama,1995
219,Cure,Drama,1995
220,Castle Freak,Horror,1995
222,Circle of Friends,Drama,1995
222,Circle of Friends,Romance,1995
223,Clerks,Comedy,1994
224,Don Juan DeMarco,Comedy,1995
224,Don Juan DeMarco,Drama,1995
224,Don Juan DeMarco,Romance,1995
225,Disclosure,Drama,1994
225,Disclosure,Thriller,1994
226,Dream M,Thriller,1995
227,Drop Zone,Action,1994
228,Destiny Turns on the Radio,Comedy,1995
229,Death and the Maiden,Drama,1994
229,Death and the Maiden,Thriller,1994
230,Dolores Claiborne,Drama,1994
230,Dolores Claiborne,Thriller,1994
231,Dumb & Dumber,Comedy,1994
232,Eat Drink Man Wom,Comedy,1994
232,Eat Drink Man Wom,Drama,1994
233,Exotic,Drama,1994
234,Exit to Eden,Comedy,1994
235,Ed Wood,Comedy,1994
235,Ed Wood,Drama,1994
236,French Kiss,Comedy,1995
236,French Kiss,Romance,1995
237,Forget Paris,Comedy,1995
237,Forget Paris,Romance,1995
238,Far From Home: The Adventures of Yellow Dog,Adventure,1995
238,Far From Home: The Adventures of Yellow Dog,Children's,1995
239,Goofy Movie,Animation,1995
239,Goofy Movie,Children's,1995
239,Goofy Movie,Comedy,1995
239,Goofy Movie,Romance,1995
240,Hideaway,Thriller,1995
241,Fluke,Children's,1995
241,Fluke,Drama,1995
242,Farinelli: il castrato,Drama,1994
242,Farinelli: il castrato,Musical,1994
243,Gordy,Comedy,1995
244,Gumby: The Movie,Animation,1995
244,Gumby: The Movie,Children's,1995
245,Glass Shield,Crime,1994
245,Glass Shield,Drama,1994
246,Hoop Dreams,Documentary,1994
247,Heavenly Creatures,Drama,1994
247,Heavenly Creatures,Fantasy,1994
247,Heavenly Creatures,Romance,1994
247,Heavenly Creatures,Thriller,1994
248,Houseguest,Comedy,1994
249,Immortal Beloved,Drama,1994
249,Immortal Beloved,Romance,1994
250,Heavyweights,Children's,1994
250,Heavyweights,Comedy,1994
251,Hunted,Action,1995
252,I.Q.,Comedy,1994
252,I.Q.,Romance,1994
253,Interview with the Vampire,Drama,1994
253,Interview with the Vampire,Horror,1994
254,Jefferson in Paris,Drama,1995
255,Jerky Boys,Comedy,1994
256,Junior,Comedy,1994
256,Junior,Sci-Fi,1994
257,Just Cause,Mystery,1995
257,Just Cause,Thriller,1995
258,Kid in King Arthur's Court,Adventure,1995
258,Kid in King Arthur's Court,Children's,1995
258,Kid in King Arthur's Court,Comedy,1995
258,Kid in King Arthur's Court,Fantasy,1995
258,Kid in King Arthur's Court,Romance,1995
259,Kiss of Death,Crime,1995
259,Kiss of Death,Drama,1995
259,Kiss of Death,Thriller,1995
260,Star Wars: Episode IV - A New Hope,Action,1977
260,Star Wars: Episode IV - A New Hope,Adventure,1977
260,Star Wars: Episode IV - A New Hope,Fantasy,1977
260,Star Wars: Episode IV - A New Hope,Sci-Fi,1977
261,Little Women,Drama,1994
262,Little Princess,Children's,1995
262,Little Princess,Drama,1995
263,Ladybird Ladybird,Drama,1994
264,"Enfer, L'",Drama,1994
265,Like Water for Chocolate,Drama,Como agua para chocolate) (1992
265,Like Water for Chocolate,Romance,Como agua para chocolate) (1992
266,Legends of the Fall,Drama,1994
266,Legends of the Fall,Romance,1994
266,Legends of the Fall,War,1994
266,Legends of the Fall,Western,1994
267,Major Payne,Comedy,1994
268,Little Odess,Drama,1994
269,My Crazy Life,Drama,Mi vida loca) (1993
270,Love Affair,Drama,1994
270,Love Affair,Romance,1994
271,Losing Isaiah,Drama,1995
272,Madness of King George,Drama,1994
273,Mary Shelley's Frankenstein,Drama,1994
273,Mary Shelley's Frankenstein,Horror,1994
274,Man of the House,Comedy,1995
275,Mixed Nuts,Comedy,1994
276,Milk Money,Comedy,1994
276,Milk Money,Romance,1994
277,Miracle on 34th Street,Drama,1994
278,Miami Rhapsody,Comedy,1995
279,My Family,Drama,1995
280,Murder in the First,Drama,1995
280,Murder in the First,Thriller,1995
281,Nobody's Fool,Drama,1994
282,Nell,Drama,1994
283,New Jersey Drive,Crime,1995
283,New Jersey Drive,Drama,1995
284,New York Cop,Action,1996
284,New York Cop,Crime,1996
285,Beyond Bedlam,Drama,1993
285,Beyond Bedlam,Horror,1993
286,Nemesis 2: Nebul,Action,1995
286,Nemesis 2: Nebul,Sci-Fi,1995
286,Nemesis 2: Nebul,Thriller,1995
287,Nina Takes a Lover,Comedy,1994
287,Nina Takes a Lover,Romance,1994
288,Natural Born Killers,Action,1994
288,Natural Born Killers,Thriller,1994
289,Only You,Comedy,1994
289,Only You,Romance,1994
290,Once Were Warriors,Crime,1994
290,Once Were Warriors,Drama,1994
291,Poison Ivy II,Thriller,1995
292,Outbreak,Action,1995
292,Outbreak,Drama,1995
292,Outbreak,Thriller,1995
293,Professional,Crime,a.k.a. Leon: The Professional) (1994
293,Professional,Drama,a.k.a. Leon: The Professional) (1994
293,Professional,Romance,a.k.a. Leon: The Professional) (1994
293,Professional,Thriller,a.k.a. Leon: The Professional) (1994
294,Perez Family,Comedy,1995
294,Perez Family,Romance,1995
295,Pyromaniac's Love Story,Comedy,1995
295,Pyromaniac's Love Story,Romance,1995
296,Pulp Fiction,Crime,1994
296,Pulp Fiction,Drama,1994
297,Panther,Drama,1995
298,Pushing Hands,Comedy,1992
299,Priest,Drama,1994
300,Quiz Show,Drama,1994
301,Picture Bride,Drama,1995
301,Picture Bride,Romance,1995
302,Queen Margot,Drama,La Reine Margot) (1994
302,Queen Margot,Romance,La Reine Margot) (1994
303,Quick and the Dead,Action,1995
303,Quick and the Dead,Adventure,1995
303,Quick and the Dead,Western,1995
304,Roommates,Comedy,1995
304,Roommates,Drama,1995
305,Ready to Wear,Comedy,Pret-A-Porter) (1994
306,Three Colors: Red,Drama,1994
307,Three Colors: Blue,Drama,1993
308,Three Colors: White,Drama,1994
309,"Red Firecracker, Green Firecracker",Drama,1994
310,Rent-a-Kid,Comedy,1995
311,Relative Fear,Horror,1994
311,Relative Fear,Thriller,1994
312,Stuart Saves His Family,Comedy,1995
313,Swan Princess,Animation,1994
313,Swan Princess,Children's,1994
314,Secret of Roan Inish,Drama,1994
315,Specialist,Action,1994
316,Stargate,Action,1994
316,Stargate,Adventure,1994
316,Stargate,Sci-Fi,1994
317,Santa Clause,Children's,1994
317,Santa Clause,Comedy,1994
317,Santa Clause,Fantasy,1994
318,Shawshank Redemption,Drama,1994
319,Shallow Grave,Thriller,1994
320,Suture,Film-Noir,1993
320,Suture,Thriller,1993
321,Strawberry and Chocolate,Drama,Fresa y chocolate) (1993
322,Swimming with Sharks,Comedy,1995
322,Swimming with Sharks,Drama,1995
324,Sum of Us,Comedy,1994
325,National Lampoon's Senior Trip,Comedy,1995
326,To Live,Drama,Huozhe) (1994
327,Tank Girl,Action,1995
327,Tank Girl,Comedy,1995
327,Tank Girl,Musical,1995
327,Tank Girl,Sci-Fi,1995
328,Tales From the Crypt Presents: Demon Knight,Horror,1995
329,Star Trek: Generations,Action,1994
329,Star Trek: Generations,Adventure,1994
329,Star Trek: Generations,Sci-Fi,1994
330,Tales from the Hood,Comedy,1995
330,Tales from the Hood,Horror,1995
331,Tom & Viv,Drama,1994
332,Village of the Damned,Horror,1995
332,Village of the Damned,Sci-Fi,1995
333,Tommy Boy,Comedy,1995
334,Vanya on 42nd Street,Drama,1994
335,Underneath,Mystery,1995
335,Underneath,Thriller,1995
336,Walking Dead,Drama,1995
336,Walking Dead,War,1995
337,What's Eating Gilbert Grape,Drama,1993
338,Virtuosity,Sci-Fi,1995
338,Virtuosity,Thriller,1995
339,While You Were Sleeping,Comedy,1995
339,While You Were Sleeping,Romance,1995
340,War,Adventure,1994
340,War,Drama,1994
341,Double Happiness,Drama,1994
342,Muriel's Wedding,Comedy,1994
342,Muriel's Wedding,Romance,1994
343,Baby-Sitters Club,Children's,1995
344,Ace Ventura: Pet Detective,Comedy,1994
345,"Adventures of Priscilla, Queen of the Desert",Comedy,1994
345,"Adventures of Priscilla, Queen of the Desert",Drama,1994
346,Backbeat,Drama,1993
346,Backbeat,Musical,1993
347,Bitter Moon,Drama,1992
348,Bullets Over Broadway,Comedy,1994
349,Clear and Present Danger,Action,1994
349,Clear and Present Danger,Adventure,1994
349,Clear and Present Danger,Thriller,1994
350,Client,Drama,1994
350,Client,Mystery,1994
350,Client,Thriller,1994
351,"Corrina, Corrin",Comedy,1994
351,"Corrina, Corrin",Drama,1994
351,"Corrina, Corrin",Romance,1994
352,Crooklyn,Comedy,1994
353,Crow,Action,1994
353,Crow,Romance,1994
353,Crow,Thriller,1994
354,Cobb,Drama,1994
355,Flintstones,Children's,1994
355,Flintstones,Comedy,1994
356,Forrest Gump,Comedy,1994
356,Forrest Gump,Romance,1994
356,Forrest Gump,War,1994
357,Four Weddings and a Funeral,Comedy,1994
357,Four Weddings and a Funeral,Romance,1994
358,Higher Learning,Drama,1995
359,I Like It Like That,Comedy,1994
359,I Like It Like That,Drama,1994
359,I Like It Like That,Romance,1994
360,I Love Trouble,Action,1994
360,I Love Trouble,Comedy,1994
361,It Could Happen to You,Drama,1994
361,It Could Happen to You,Romance,1994
362,Jungle Book,Adventure,1994
362,Jungle Book,Children's,1994
362,Jungle Book,Romance,1994
363,"Wonderful, Horrible Life of Leni Riefenstahl",Documentary,Die Macht der Bilder) (1993
364,Lion King,Animation,1994
364,Lion King,Children's,1994
364,Lion King,Musical,1994
365,Little Buddh,Drama,1993
366,Wes Craven's New Nightmare,Horror,1994
367,Mask,Comedy,1994
367,Mask,Crime,1994
367,Mask,Fantasy,1994
368,Maverick,Action,1994
368,Maverick,Comedy,1994
368,Maverick,Western,1994
369,Mrs. Parker and the Vicious Circle,Drama,1994
370,Naked Gun 33 1/3: The Final Insult,Comedy,1994
371,Paper,Comedy,1994
371,Paper,Drama,1994
372,Reality Bites,Comedy,1994
372,Reality Bites,Drama,1994
373,Red Rock West,Thriller,1992
374,Richie Rich,Children's,1994
374,Richie Rich,Comedy,1994
375,Safe Passage,Drama,1994
376,River Wild,Action,1994
376,River Wild,Thriller,1994
377,Speed,Action,1994
377,Speed,Romance,1994
377,Speed,Thriller,1994
378,Speechless,Comedy,1994
378,Speechless,Romance,1994
379,Timecop,Action,1994
379,Timecop,Sci-Fi,1994
380,True Lies,Action,1994
380,True Lies,Adventure,1994
380,True Lies,Comedy,1994
380,True Lies,Romance,1994
381,When a Man Loves a Wom,Drama,1994
382,Wolf,Drama,1994
382,Wolf,Horror,1994
383,Wyatt Earp,Western,1994
384,Bad Company,Action,1995
385,Man of No Importance,Drama,1994
386,S.F.W.,Drama,1994
387,Low Down Dirty Shame,Action,1994
387,Low Down Dirty Shame,Comedy,1994
388,Boys Life,Drama,1995
389,"Colonel Chabert, Le",Drama,1994
389,"Colonel Chabert, Le",Romance,1994
389,"Colonel Chabert, Le",War,1994
390,Faster Pussycat! Kill! Kill!,Action,1965
390,Faster Pussycat! Kill! Kill!,Comedy,1965
390,Faster Pussycat! Kill! Kill!,Drama,1965
391,Jason's Lyric,Crime,1994
391,Jason's Lyric,Drama,1994
392,Secret Adventures of Tom Thumb,Adventure,1993
392,Secret Adventures of Tom Thumb,Children's,1993
393,Street Fighter,Action,1994
394,Coldblooded,Action,1995
395,Desert Winds,Drama,1995
396,Fall Time,Drama,1995
397,Fear,Horror,1995
398,Frank and Ollie,Documentary,1995
399,Girl in the Cadillac,Drama,1995
400,Homage,Drama,1995
401,Mirage,Action,1995
401,Mirage,Thriller,1995
402,Open Season,Comedy,1996
403,Two Crimes,Comedy,1995
403,Two Crimes,Crime,1995
403,Two Crimes,Drama,1995
404,Brother Minister: The Assassination of Malcolm X,Documentary,1994
405,Highlander III: The Sorcerer,Action,1994
405,Highlander III: The Sorcerer,Sci-Fi,1994
406,Federal Hill,Drama,1994
407,In the Mouth of Madness,Horror,1995
407,In the Mouth of Madness,Thriller,1995
408,8 Seconds,Drama,1994
409,Above the Rim,Drama,1994
410,Addams Family Values,Comedy,1993
411,You So Crazy,Comedy,1994
412,Age of Innocence,Drama,1993
413,Airheads,Comedy,1994
414,Air Up There,Comedy,1994
415,Another Stakeout,Comedy,1993
415,Another Stakeout,Thriller,1993
416,Bad Girls,Western,1994
417,Barcelon,Comedy,1994
417,Barcelon,Romance,1994
418,Being Hum,Drama,1993
419,Beverly Hillbillies,Comedy,1993
420,Beverly Hills Cop III,Action,1994
420,Beverly Hills Cop III,Comedy,1994
421,Black Beauty,Adventure,1994
421,Black Beauty,Children's,1994
422,Blink,Thriller,1994
423,Blown Away,Action,1994
423,Blown Away,Thriller,1994
424,Blue Chips,Drama,1994
425,Blue Sky,Drama,1994
425,Blue Sky,Romance,1994
426,Body Snatchers,Horror,1993
426,Body Snatchers,Sci-Fi,1993
426,Body Snatchers,Thriller,1993
427,Boxing Helen,Mystery,1993
427,Boxing Helen,Romance,1993
427,Boxing Helen,Thriller,1993
428,Bronx Tale,Drama,1993
429,Cabin Boy,Comedy,1994
430,Calendar Girl,Drama,1993
431,Carlito's Way,Crime,1993
431,Carlito's Way,Drama,1993
432,City Slickers II: The Legend of Curly's Gold,Comedy,1994
432,City Slickers II: The Legend of Curly's Gold,Western,1994
433,Clean Slate,Comedy,1994
434,Cliffhanger,Action,1993
434,Cliffhanger,Adventure,1993
434,Cliffhanger,Crime,1993
435,Coneheads,Comedy,1993
435,Coneheads,Sci-Fi,1993
436,Color of Night,Drama,1994
436,Color of Night,Thriller,1994
437,Cops and Robbersons,Comedy,1994
438,Cowboy Way,Action,1994
438,Cowboy Way,Comedy,1994
439,Dangerous Game,Drama,1993
440,Dave,Comedy,1993
440,Dave,Romance,1993
441,Dazed and Confused,Comedy,1993
442,Demolition M,Action,1993
442,Demolition M,Sci-Fi,1993
443,Endless Summer 2,Documentary,1994
444,Even Cowgirls Get the Blues,Comedy,1993
444,Even Cowgirls Get the Blues,Romance,1993
445,Fatal Instinct,Comedy,1993
446,Farewell My Concubine,Drama,1993
446,Farewell My Concubine,Romance,1993
447,Favor,Comedy,1994
447,Favor,Romance,1994
448,Fearless,Drama,1993
449,Fear of a Black Hat,Comedy,1993
450,With Honors,Comedy,1994
450,With Honors,Drama,1994
451,Flesh and Bone,Drama,1993
451,Flesh and Bone,Mystery,1993
451,Flesh and Bone,Romance,1993
452,Widows' Peak,Drama,1994
453,For Love or Money,Comedy,1993
454,Firm,Drama,1993
454,Firm,Thriller,1993
455,Free Willy,Adventure,1993
455,Free Willy,Children's,1993
455,Free Willy,Drama,1993
456,Fresh,Drama,1994
